Alert ID,Ticker,Name,Description,Time,Webhook status
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":7428.25,""stopPrice"":7348.25,""takeProfit"":7578.25,""signalId"":""E0_ENTRY""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":7428.25,""stopPrice"":7508.25,""takeProfit"":7278.25,""signalId"":""E1_ENTRY""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7428.25,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7428.25,""signalId"":""DEEP_EXIT""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29382.25,""signalId"":""SESSION_END_EXIT""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29382.25,""signalId"":""TIME_STOP_EXIT""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29382.25,""signalId"":""DEEP_EXIT""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29382.25,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":29382.25,""stopPrice"":29302.25,""takeProfit"":29532.25,""signalId"":""E0_ENTRY""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":29382.25,""stopPrice"":29462.25,""takeProfit"":29232.25,""signalId"":""E1_ENTRY""}",2026-05-11T19:55:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":7432.5,""stopPrice"":7352.5,""takeProfit"":7582.5,""signalId"":""E0_ENTRY""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""SESSION_END_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""TIME_STOP_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""DEEP_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":7432.5,""stopPrice"":7512.5,""takeProfit"":7282.5,""signalId"":""E1_ENTRY""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":29390,""stopPrice"":29310,""takeProfit"":29540,""signalId"":""E0_ENTRY""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29390,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29390,""signalId"":""DEEP_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29390,""signalId"":""TIME_STOP_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29390,""signalId"":""SESSION_END_EXIT""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":29390,""stopPrice"":29470,""takeProfit"":29240,""signalId"":""E1_ENTRY""}",2026-05-11T19:50:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""SESSION_END_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""TIME_STOP_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""DEEP_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""sell"",""price"":7432.5,""stopPrice"":7512.5,""takeProfit"":7282.5,""signalId"":""E1_ENTRY""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""buy"",""price"":7432.5,""stopPrice"":7352.5,""takeProfit"":7582.5,""signalId"":""E0_ENTRY""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677205101,"CME_MINI_DL:MES1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":7432.5,""signalId"":""OPPOSITE_LEVEL_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
4677193616,"CME_MINI_DL:MNQ1!, 5m",{{strategy.order.alert_message}},"{""ticker"":""MNQ"",""action"":""exit"",""price"":29386.75,""signalId"":""DEEP_EXIT""}",2026-05-11T19:45:00Z,Webhook delivery failed — 400 Bad Request
